mid,sid,node_i,node_j,utterance,uid
0020,0020_017,0020_017,0020_018,This thing. This whatever it is. You and me. Do you think this is normal?I don't know. Who cares about normal?! I'm happy. Aren't you happy? 9.You're happy?You're not?All we do is argue!,"0020_0030,0020_0031,0020_0032,0020_0033,0020_0034"
0020,0020_018,0020_013,0020_014,Maybe she was just in a bad mood.,0020_0036
0020,0020_018,0020_013,0020_018,A hormonal thing.,0020_0037
0020,0020_019,0020_014,0020_018,(to Rachel) What do you know about PMS?More than you.,"0020_0038,0020_0039"
0020,0020_019,0020_011,0020_017,Please continue.,0020_0041
0020,0020_019,0020_011,0020_018,Oh my god.,0020_0040
0020,0020_020,0020_013,0020_017,"Let's just eat and we'll talk about it after. I'm starving. (mouth full) Mmm, you're so right. These are great! (INNOCENT) What? Tom, don't. Come back. You're still my best fr---",0020_0046
0020,0020_020,0020_017,0020_018,"This can't be a total surprise. I mean, we've been like Sid and Nancy for months.Summer, Sid stabbed Nancy seven times with a kitchen knife. We've had some disagreements but I hardly think I'm Sid Vicious.No... I'm Sid. 10.(BEAT) So I'm Nancy?!","0020_0042,0020_0043,0020_0044,0020_0045"
0020,0020_022,0020_011,0020_013,Jesus.Come on Hansen. You'll be ok. You're the best guy I know. You'll find someone.,"0020_0047,0020_0054"
0020,0020_022,0020_011,0020_014,Or that.Here.,"0020_0052,0020_0053"
0020,0020_022,0020_011,0020_018,That's harsh.(BEAT) I'm gonna throw up.,"0020_0048,0020_0051"
0020,0020_022,0020_013,0020_018,You know what they say...there's plenty other fish in the sea.No.Sure they do. They say that.,"0020_0055,0020_0056,0020_0057"
0020,0020_022,0020_014,0020_018,I don't know what I'm gonna do.You're gonna be fine. 11.,"0020_0049,0020_0050"
0020,0020_022,0020_018,0020_018,Well they're wrong. It's not true. I've fished in that sea. I've jumped in and swam in that sea! I'm fucking Aquaman!,0020_0058
0020,0020_023,0020_018,0020_018,"I love her smile. I love her hair. I love her knees. I love how one eye is higher up on her face than the other eye. I love the scar on her neck from this operation she had as a kid. I love how she looks in my Clash T- shirt. I love how she looks when she's sleeping. I love the sound of her laugh. I love how I hear this song every time I think of her. I love how she makes me feel. Like anything's possible. Like, I don't know...like life is worth it.",0020_0061
0020,0020_023,0020_013,0020_018,I'm in love with Summer. 12.(BEAT) For real?,"0020_0059,0020_0060"
0020,0020_024,0020_013,0020_018,"For real, Paul. I'm madly in love with that girl.",0020_0062
0020,0020_024,0020_011,0020_013,Oh shit.,0020_0063
0020,0020_025,0020_011,0020_019,"Now I know this may be a little risque...but if New Hampshire Greetings wants the jump on those conservative, right-wing neo-Nazis at Hallmark, maybe playing it safe is the wrong approach. The nuclear family is dead and we need a new holiday to recognize that. May 21st. Other Mother's Day.",0020_0064
0020,0020_025,0020_017,0020_018,Nice to meet you all.,0020_0070
0020,0020_025,0020_017,0020_019,"Hmmm. That's an intriguing idea McKenzie. Along with Grossman's ""Magellan Day"" I'd say we've got some potential here. What do you think Hansen? Could you write up some prototypes for these?Excuse me, Mr. Vance? There's a call for you on line 3.(to the table) Everyone this is Summer, my new assistant. Summer just moved here from...Michigan.Right. Michigan. Well, Summer, everyone. Everyone, Summer. Excuse me, I have to take this.","0020_0065,0020_0066,0020_0067,0020_0068,0020_0069"
0020,0020_026,0020_011,0020_018,"What do we know about this new girl?Who?The new girl. Summer. In Vance's office.Dude. I hear she's a bitch from hell!(DISAPPOINTED) Really?Patel tried to talk to her in the copy room. She was totally not having it.Maybe she was just in a hurry.And maybe she's some uppity, better than everyone, superskank.Damn.I know. She's pretty hot.That makes me so mad! Why is it pretty girls always think they can treat people like crap and get away with it? 16.Dunno.Like, just cause she has high cheekbones and soft skin......and really good teeth.And maybe the world's most perfect breasts...Just cause of that stuff, she can walk around like she's center of the universe?(as explanation) Women.","0020_0071,0020_0072,0020_0073,0020_0074,0020_0075,0020_0076,0020_0077,0020_0078,0020_0079,0020_0080,0020_0081,0020_0082,0020_0083,0020_0084,0020_0085,0020_0086"
0020,0020_026,0020_017,0020_018,Ugh. You know what? Screw her! We haven't even met and I can't stand her already.,0020_0087
0020,0020_027,0020_017,0020_018,"The Smiths. I love The Smiths.Sorry?I said. I love The Smiths. You have good taste in music.(AMAZED) You like the Smiths?(SINGING) ""To die by your side is such a heavenly way to die."" Love it.","0020_0088,0020_0089,0020_0090,0020_0091,0020_0092"
0020,0020_027,0020_018,0020_018,(accidentally out loud) Oh my god.,0020_0093
0020,0020_028,0020_017,0020_018,"Hi.Hello.So, uh, Summer...Tom.Yeah! How's it going so far?The city or the firm?Both... Either.I'm happy. Still getting situated. How long have you worked here? 18.Oh, you know, 4, 5... years.Really? Jesus. Did you always want to write greeting cards?Are you nuts? I don't even want to do it now.What is it you want to do?I studied to be an architect actually.That's so cool! What happened?Eh, you know. Same old story. Moved to the city to work for a company. Company went under. Needed a job. My friend worked here. Got me this.And are you any good?(points to a framed card) Well I wrote that one.(READING) ""Today You're a Man. Mazel Tov on your Bar Mitzvah.""It's a big seller.I meant, are you any good as an architect?Oh... No. I doubt it.Well, I'd say you're a perfectly ...adequate... greeting card writer. 19.Why thank you. That's what they called me in college. ""Perfectly adequate"" Hansen.They used to call me ""Anal Girl."" (EXPLAINING) I was very neat and organized. Anyway, I should get back.","0020_0094,0020_0095,0020_0096,0020_0097,0020_0098,0020_0099,0020_0100,0020_0101,0020_0102,0020_0103,0020_0104,0020_0105,0020_0106,0020_0107,0020_0108,0020_0109,0020_0110,0020_0111,0020_0112,0020_0113,0020_0114,0020_0115,0020_0116,0020_0117"
0020,0020_028,0020_018,0020_018,"Ok, well, I'll see you around.",0020_0118
0020,0020_029,0020_016,0020_018,(BEAT) Of course it does.Dinner! Pause and come eat.,"0020_0125,0020_0126"
0020,0020_029,0020_014,0020_018,"And it turns out she's read every Graham Greene novel ever published. Her desk is lined with Magritte posters and Edward Hopper.Your favorites.We're so compatible it's insane! Seriously! It doesn't make sense! She's not like I thought at all. She's... amazing. 20.Oh boy.What?You know...just cause some cute girl likes the same bizarro music you do doesn't make her ""the one.""Hey Martin.","0020_0119,0020_0120,0020_0121,0020_0122,0020_0123,0020_0124,0020_0127"
0020,0020_029,0020_012,0020_016,Oh shit.,0020_0131
0020,0020_029,0020_014,0020_016,He met a girl.(EXCITED) Yeah?(GRIM) Yeah.,"0020_0128,0020_0129,0020_0130"
0020,0020_029,0020_012,0020_012,"When one strongly believes in something, it takes overwhelming contradictory evidence to change their minds. Tom had always been a devout believer in the idea of ""true love.""",0020_0132
0020,0020_030,0020_012,0020_012,Exhibit A: Lisa Rayner.,0020_0133
0020,0020_031,0020_012,0020_018,Exhibit B: Wendy Wilson.,0020_0134
0020,0020_032,0020_012,0020_018,"I'm so glad we decided to go away together Bec. I know we've only been dating a few months but it's been...awesome.Exhibit C: Rebecca Myles.And now, you and me, 8 days in Mexico... best spring break ever!","0020_0135,0020_0136,0020_0137"
0020,0020_033,0020_001,0020_012,"And, finally... Exhibit D: Amanda Heller.",0020_0139
0020,0020_033,0020_001,0020_018,"It's just... it's complicated.What's complicated? Last week you said you loved me!I know it's sudden but...No, this can't be. Everything was going so great. I don't understand.(BEAT) Here.What's this?Because you're, like, the biggest music nerd I've ever met, I think this should really help explain where I'm coming from. You remember how much I loved this song when you first played it for me?Sure. It's all you wanted to listen to for weeks. 24.Right. And I still like it, don't get me wrong. It's just... When I hear it now, I don't feel the same...rush.(still confused) Ok...I press the skip button.What does this have to do with--?I'd rather listen to something else.","0020_0140,0020_0141,0020_0142,0020_0143,0020_0144,0020_0145,0020_0146,0020_0147,0020_0148,0020_0149,0020_0150,0020_0151,0020_0152"
0020,0020_033,0020_018,0020_018,But Amanda... this is a great fucking song!,0020_0153
0020,0020_034,0020_011,0020_018,Me and Summer.Was it ever on? 25.No.So what happened?,"0020_0156,0020_0157,0020_0160,0020_0161"
0020,0020_034,0020_013,0020_018,"It's off.What?No. But it could have been. In a world where good things happen to me.Yeah well, that's not really where we live.","0020_0154,0020_0155,0020_0158,0020_0159"
0020,0020_034,0020_018,0020_018,You ready for this?,0020_0162
0020,0020_035,0020_017,0020_018,"So there we are. All alone. Nine more floors to ride. Plenty of time. I figure...this is my chance. If not now when, right? Summer...Yeah?(BEAT) So how was your weekend?It was good.","0020_0163,0020_0164,0020_0165,0020_0166"
0020,0020_036,0020_017,0020_018,I gave her all sorts of chances.,0020_0177
0020,0020_036,0020_013,0020_018,"I think I missed something.Dude, you got problems.And some other things.Like what, she said ""hey"" instead of ""hi"" cause that totally means she's a lesbian.","0020_0169,0020_0172,0020_0175,0020_0176"
0020,0020_036,0020_011,0020_013,What shit?What the hell is wrong with you?!,"0020_0168,0020_0171"
0020,0020_036,0020_011,0020_018,"You believe that shit? 26.""It was good."" She didn't say ""It was good."" She said ""It was good."" Emphasis on the good. She basically said ""I spent the weekend having sex with this guy I met at the gym."" Fucking whore. Screw her. It's over.She's not interested in me. There's nothing I can do.Based on...""it was good?""","0020_0167,0020_0170,0020_0173,0020_0174"
0020,0020_037,0020_011,0020_017,I'm going to the supply room. Anyone need anything?,0020_0178
0020,0020_037,0020_011,0020_018,No thanks. 27.,0020_0179
0020,0020_037,0020_017,0020_018,"I think you know what I need. Toner.Oh ok, sure, no prob.","0020_0180,0020_0181"
0020,0020_039,0020_017,0020_018,"Do you want to go out with me? And the Priest says, ""But we're already out!""That is hilarious!","0020_0182,0020_0183"
0020,0020_039,0020_018,0020_018,I know!,0020_0184
0020,0020_040,0020_011,0020_018,Not once did she take the bait. Not once. Screw it. I'm done with her. It's over. 28.,0020_0185
0020,0020_041,0020_011,0020_018,"This Friday. 10 bucks all you can karaoke at The Well.No way McKenzie. Absolutely not.Come on!They won't let you back in there after last time.I wasn't that bad.Not at all. You just threw up on the stage, tried to fight the bartender, and then threatened to burn the place down before passing out on the sidewalk. Quiet night for you.(REVERENTIAL) You saved my life that day.We are not going back there. 29.This is a work thing, Tommy. It won't be like that. The whole office is going.I really can't. Even if I wanted to. There's a lot of stuff I gotta take care of.You're not listening to me.What?The whole office is going.","0020_0186,0020_0187,0020_0188,0020_0189,0020_0190,0020_0191,0020_0192,0020_0193,0020_0194,0020_0195,0020_0196,0020_0197,0020_0198"
0020,0020_042,0020_017,0020_018,"Hi.Hey! They said you weren't coming.Ooh that's me. (into mic) Ok. I'm the new girl so no making fun of me.You were great up there, by the way.Well you can't go wrong with The Boss.Yeah?Lived there til I was 12.I named my cat after Springsteen.No kidding? What's his name? 31.Bruce.It sounds selfish, I know, but... I just like being on my own. Relationships are messy and feelings are always getting hurt. Who needs all that? We're young. We're in one of the most beautiful cities in the world. I say, let's have as much fun as we can afford and leave the serious shit for later.But...what if you meet someone and fall in love?(LAUGHS) Love? You seriously believe in that stuff?Of course I do.Summer, hold on... you don't believe in love?I don't even know what that word means. I know I've never felt it, whatever it is in all those songs. And I know that today most marriages end in divorce. Like my parents.Well mine too but --Oh yeah, And I read in Newsweek, there were these scientists who found that by stimulating a part of the brain with electrodes you can make a person fall in ""love"" with a rock. Is that the love you're talking about?Well... 33.Why, what's your take on it?","0020_0199,0020_0200,0020_0203,0020_0204,0020_0205,0020_0208,0020_0209,0020_0210,0020_0211,0020_0212,0020_0223,0020_0224,0020_0225,0020_0226,0020_0229,0020_0230,0020_0231,0020_0232,0020_0233,0020_0234"
0020,0020_042,0020_011,0020_018,"You asked if I was coming?(sitting down) I hear that.(BEAT) That makes sense.Oh you have no idea. This one... embarrassing. There was this one girl,","0020_0201,0020_0206,0020_0213,0020_0228"
0020,0020_042,0020_011,0020_017,"(already drunk) Goddamn that song is brilliant! What's up Hansen?Hey, did you know Tom here's from Jersey?So you got a boyfriend?Me? No.Why not?Don't really want one.Come on. I don't believe that.You don't believe a woman could enjoy being free and independent?(BEAT) Are you a lesbian?No, I'm not a lesbian. I'm just not comfortable being somebody's ""girlfriend."" I don't want to be anybody's anything, you know?I have no idea what you're talking about.Interesting. A real romantic.","0020_0202,0020_0207,0020_0214,0020_0215,0020_0216,0020_0217,0020_0218,0020_0219,0020_0220,0020_0221,0020_0222,0020_0227"
0020,0020_043,0020_011,0020_017,"(BEAT) Ok. Looks like we're gonna have to agree to disagree on that one.So, uh, who's singing next?You really do.It's ok. I like it. Takes a lot of self-confidence to look ridiculous. 34.Totally.","0020_0236,0020_0237,0020_0242,0020_0243,0020_0256"
0020,0020_043,0020_011,0020_018,"I don't...(can't help himself) Self-confidence! Ha!""And I'd proudly stand UP!""Oh here we go.","0020_0241,0020_0244,0020_0257,0020_0258"
0020,0020_043,0020_017,0020_018,"I think it's...kind of a huge thing.(re: singing) I'd say it's your turn loverboy.Nooo. I don't sing in public.Sure you do. I see you lip-synching to your headphones every morning on your way in.Anyway, I'm not near drunk enough to sing in front of all these people.Ok then. Let's drink.It would take at least ten shots to get me to sing.Bartender!That's not it.What is that then?I have no idea.I used to watch it every week.Me too. Why can't we think of the stupid A-Team theme song.Pathetic.This is gonna bother me for weeks. 35.","0020_0235,0020_0238,0020_0239,0020_0240,0020_0245,0020_0246,0020_0247,0020_0248,0020_0249,0020_0250,0020_0251,0020_0252,0020_0253,0020_0254,0020_0255"
0020,0020_044,0020_011,0020_017,No. I'm gonna walk. I live right down that street. Or that one.,0020_0261
0020,0020_044,0020_011,0020_018,"(to Summer) This guy.Ok, let's get you in a cab.He'll be fine.Hey.What's up? 36.Not you. You.(QUICKLY) Ok, goodnight McKenzie!I mean... likes you, likes you. For real. Tell her Tom.","0020_0259,0020_0260,0020_0263,0020_0264,0020_0265,0020_0266,0020_0267,0020_0268"
0020,0020_044,0020_017,0020_018,"(LAUGHING) Is he gonna be ok?Sorry you had to see that. Happens every time we come here. It's unbelievable. Something about that guy and singing for people. I don't know. But at least he didn't --Is that true?What?You know what. Do you...like me?Yeah. I like you. Of course I do.As a friend.Right. As a friend.Just as a friend?Yes. I mean... I haven't really thought about... Yes. Why? 37.Nothing. I just... You're interesting. I'd like us to be friends. Is that ok?Oh yeah totally. Friends. You and me. That's... perfect.Cool.Cool.Well, I'm that way. Good night Tom.G'night Summer. (under his breath) Friends. Awesome. That's just great. Well done Hansen, you idiot.","0020_0262,0020_0269,0020_0270,0020_0271,0020_0272,0020_0273,0020_0274,0020_0275,0020_0276,0020_0277,0020_0278,0020_0279,0020_0280,0020_0281,0020_0282,0020_0283"
0020,0020_046,0020_013,0020_017,"Yes, Mr. Vance?",0020_0288
0020,0020_046,0020_017,0020_018,Hey!Hey Mr. Vance.,"0020_0284,0020_0287"
0020,0020_046,0020_018,0020_019,"Hey!Summer, I need -- Oh hello Hansen.","0020_0285,0020_0286"
0020,0020_047,0020_018,0020_018,(PLAYFULLY) He exaggerates!,0020_0314
0020,0020_047,0020_017,0020_018,"If you heard...Heard what?Excellent. You ready to go.I'm stalking, STARVING!","0020_0310,0020_0311,0020_0312,0020_0313"
0020,0020_047,0020_013,0020_018,"You son of a bitch. Last night, karaoke night?(ANXIOUS) Shhh.The same girl you'd been whining and crying and bitching about for weeks now?I have not been...The same girl you said was way out of your league and you'd have no chance with no matter what. That girl?Paul, seriously...Did you bang her?No!Blow job?No!Hand job?No, Paul, no jobs. I'm still unemployed. We just kissed. 40.Come on, level with me. As your best friend, who tolerated a whole month of talk talk talk about this girl, nothing but Summer this, Summer that, Summer Summer Summer, I mean you were practically stalking her...Shhh!Anyway, I'm leaving now. Pretend I was never here. Tom, talk to you later?... Hey, If any jobs open up... 41.","0020_0289,0020_0290,0020_0291,0020_0292,0020_0293,0020_0294,0020_0295,0020_0296,0020_0297,0020_0298,0020_0299,0020_0300,0020_0301,0020_0302,0020_0309"
0020,0020_047,0020_013,0020_017,"Oh crap.Hi, I'm Summer..Summer, wow what an unusual name. I'm sure I'd remember that if I had heard it before. Tom, how come you've never mentioned you knew such a lovely little lady?Hi Paul.(not sure what else to SAY)Nice to meet you.","0020_0303,0020_0304,0020_0305,0020_0306,0020_0307,0020_0308"
0020,0020_048,0020_017,0020_018,"Check them out. (SARCASTIC) That is hot. I am very turned on right now.Sometimes you can be so judgmental.Huh? 42.I mean, who are you? They're happy. Just mind your own business.","0020_0315,0020_0316,0020_0317,0020_0318"
0020,0020_049,0020_017,0020_018,"9, 9.5?Too soon to say. It's all in the dismount.If we're lucky, there won't be a dismount.I can't believe them. I have like zero patience for PDA.I hear ya. If I want to watch people make out, I have big windows and binoculars at home.Yeah?(BEAT) No. That would be wrong.This is fun. You're fun. 43.Thanks.I mean, I just want to say, up front, I'm not looking for anything serious. Are you cool with that?(UNCONVINCING) Sure.It freaks some guys out when I say that.(still confused) Not me.Let's just have fun. Let's just...hang out, no pressure, no labels, no obligations.Sure.(BEAT) Wanna hold my hand under the table?","0020_0319,0020_0320,0020_0321,0020_0322,0020_0323,0020_0324,0020_0325,0020_0326,0020_0327,0020_0328,0020_0329,0020_0330,0020_0331,0020_0332,0020_0333,0020_0334"
0020,0020_049,0020_018,0020_018,Yeah.,0020_0335
0020,0020_050,0020_017,0020_018,I'll be...back in a sec. Settle. Don't get too excited. She's just a girl. There's lots of them. Who look like that. And like what you like. They're everywhere. Calm yourself. Are you calm?Hi.,"0020_0336,0020_0337"
0020,0020_050,0020_018,0020_018,"Oh sweet Jesus! (into CAMERA) I fucking hate Summer. I hate her crooked teeth. 45. I hate her 1950s haircut. I hate her knobby knees. I hate her lopsided, asymmetrical, cock-eyed head. I hate that centipede-shaped scar. I hate her...stupid...big boobs. I hate the way she sleeps. I hate the way she laughs. I HATE THIS FUCKING SONG!",0020_0338
0020,0020_052,0020_017,0020_018,"It's very... complex.Complex. Yes. In a way, it speaks so much by saying... so little.I feel the same way. You wanna go to the movies?(RELIEVED) God yes! 47.","0020_0340,0020_0341,0020_0342,0020_0343"
0020,0020_055,0020_018,0020_018,"A lot of people have problems with this, but to me, it makes both structures so much more beautiful side by side like that.",0020_0344
0020,0020_056,0020_018,0020_018,"The guy who made this, Maybeck, he is a God.",0020_0345
0020,0020_057,0020_018,0020_018,It just makes you feel... peaceful.,0020_0346
0020,0020_058,0020_017,0020_018,"No. See now, this is torture.Why?Over there, that's St. Patrick's church. The beauty of St. Patrick's is its humility. With this giant mirror thing deflecting all the attention away, it's too humble. No one even knows it's there.How would you change it?There's a million things. First, there's no need for this much glass. You could easily...Show me.What?Don't talk about it. Do it.See this beam, it steps on the landscape. But if we moved it... just so...","0020_0347,0020_0348,0020_0349,0020_0350,0020_0351,0020_0352,0020_0353,0020_0354,0020_0355"
0020,0020_059,0020_018,0020_020,Whatever you want.,0020_0359
0020,0020_059,0020_020,0020_021,Hey Summer. Tom.,0020_0360
0020,0020_059,0020_017,0020_018,You wanna --No you go first.It doesn't matter to me.(to Co-Worker) So how's it going?,"0020_0356,0020_0357,0020_0358,0020_0362"
0020,0020_059,0020_017,0020_021,(like nothing's up) Hey./ Hi.,0020_0361
0020,0020_060,0020_017,0020_018,Hello?I remember!,"0020_0363,0020_0364"
0020,0020_061,0020_011,0020_018,That's it! 50.,0020_0365
0020,0020_062,0020_011,0020_017,Your girl is losing it.,0020_0366
0020,0020_063,0020_017,0020_018,This is not at all as easy as it looks.,0020_0367
0020,0020_063,0020_018,0020_018,Ow!,0020_0368
0020,0020_064,0020_017,0020_017,That's what I love about him. (FLIRTATIOUS) This got great reviews.,0020_0376
0020,0020_064,0020_017,0020_018,"There's no way.Why not? 51.""Octopus's Garden?"" You may as well just say ""Piggies?""I told you. I love Ringo.You're insane.Why?Cause nobody loves Ringo.","0020_0369,0020_0370,0020_0371,0020_0372,0020_0373,0020_0374,0020_0375"
0020,0020_066,0020_013,0020_017,Is that... possible?,0020_0377
0020,0020_067,0020_013,0020_018,"So what's going on with you and Summer?I don't know.Is she your girlfriend?Like, are we ""going steady?"" Come on, guys. We're adults.Why yes, in fact I do. Her name is Robyn. See Tom, it's easy.It is when you've been with the same girl since high school.You've been ""seeing"" this girl, what, two months now?Something like that.And you haven't discussed it? 53.No! She's not... We're not like that.We've just been... hanging out.Hanging out?!Well let me ask you this then. Do you want her to be your girlfriend?","0020_0378,0020_0379,0020_0380,0020_0383,0020_0386,0020_0387,0020_0388,0020_0389,0020_0390,0020_0391,0020_0394,0020_0395,0020_0398"
0020,0020_067,0020_013,0020_014,You really need to have that talk.,0020_0405
0020,0020_067,0020_011,0020_013,"It's not an unreasonable question. Watch. McKenzie, do you have a girlfriend?No I do not. In fact girls are repulsed by me. Paul, how about you?Like what?You're so gay.Oh dude. 54.","0020_0384,0020_0385,0020_0392,0020_0397,0020_0404"
0020,0020_067,0020_011,0020_018,"I wouldn't say that.What would you say?Normal.Yeah. Guys, look, Summer and I...we know how we feel. We don't need to label it. ""Boyfriend, girlfriend."" That stuff is very... juvenile.I don't know... Maybe.I heard her Hansen. She's not the girlfriend type. You're gonna need to discuss it.No. We're adults. It'll be fine.Have you made her a CD yet?(BEAT) Maybe.","0020_0381,0020_0382,0020_0393,0020_0396,0020_0399,0020_0400,0020_0401,0020_0402,0020_0403"
0020,0020_068,0020_014,0020_017,(calling back) Just don't be a pussy.,0020_0422
0020,0020_068,0020_014,0020_018,"You were saying?My thinking is... why rock the boat? Things are going well. If we start putting labels on it, that's like the kiss of death. Like saying to a girl ""I love you.""I know what you mean. That's what happened with me and Sean.Who the hell's Sean?My boyfriend before Mark.Who the f--! Never mind. Help me. I need solid female advice.I'm 12.Yeah but, you know me. This is the kinda stuff that always gets me in trouble. 55.Hmm. So, basically you do want to ask the question, `are we boyfriend/girlfriend?' You're just afraid you'll get an answer you don't want and that will shatter your illusions of how good everything's been these past few months. Is that about right?(BEAT) Something like that.Thomas, tell me this. Is it worse to get the wrong answer now... or find out in a month she has a date coming up with Lars from Norway?Who's Lars?He's a professional surfer with Brad Pitt's face and Jesus's abs.That son of a bitch.You see what I mean? Later dude.Coach, no, wait! I need her.","0020_0406,0020_0407,0020_0408,0020_0409,0020_0410,0020_0411,0020_0412,0020_0413,0020_0414,0020_0415,0020_0416,0020_0417,0020_0418,0020_0419,0020_0420,0020_0421"
0020,0020_069,0020_017,0020_018,"Hi.Hi.Are you ok?Yeah.You sure?Summer, I've gotta ask you something.Ok. Wait! Whoa. Oh my god. We can't talk during this song. It's too beautiful.","0020_0423,0020_0424,0020_0425,0020_0426,0020_0427,0020_0428,0020_0429"
0020,0020_072,0020_018,0020_018,"""So he broke your heart. You've been sad and depressed for weeks. Perhaps you've turned to drinking or even drugs. And nothing's helped. Now what? Should you binge on rocky road and watch soaps all day?"" ""No you should not."" ""Through extensive research, we have found the six most effective ways to get over that lost love and make room in your heart for a new man to fill. Those steps are:""",0020_0431
0020,0020_073,0020_018,0020_018,"""One. Exercise. The body's release of endorphins will assuage the brain and provide a genuine sense of accomplishment and success.""",0020_0432
0020,0020_074,0020_018,0020_018,"""Two. Physical and Mental relaxation. Channel all of your energies to the core of your being for a new understanding of the self and others.""",0020_0433
0020,0020_075,0020_018,0020_018,"""Three. Charity. Reach out! You are not alone in your pain."" 59.",0020_0434
0020,0020_076,0020_018,0020_018,"""Four. Shoe Shopping! Ladies...you know you want to. Indulge!""",0020_0435
0020,0020_077,0020_018,0020_018,"""Five. Travel. Take some time to see another environment. Get perspective. It's a beautiful world. It will be for you again someday.""",0020_0436
0020,0020_078,0020_018,0020_018,"""Six. Redecorate. Start anew."" ""By taking these few steps, you will have discovered your inner strength and should be ready to move on. I bet you can hardly remember his face at all.""",0020_0437
0020,0020_079,0020_017,0020_018,"I just don't get women's fashion nowadays. Everybody with the tattoos, the giant hoop earrings, those annoying hats. Explain this to me.People think it looks good.Do you?On some.I like how you dress.Yeah? What if I started wearing berets and got a huge butterfly tattoo on my leg?Hey buddy --","0020_0438,0020_0439,0020_0440,0020_0441,0020_0442,0020_0443,0020_0460"
0020,0020_079,0020_005,0020_018,"(BEAT) Please don't.Are you with this guy?(BEAT) Hi. I'm Tom.You're serious? This guy?It's a free country. So you and him, huh? I can't believe that. Is this guy really your boyfriend?","0020_0444,0020_0455,0020_0456,0020_0459,0020_0462"
0020,0020_079,0020_005,0020_017,"(to Summer) Hey.Hey.How's it going?Ok.You live around here?Yeah not too far.I've never seen you here before.You're not too perceptive.Ha. That's funny. So, uh, let me buy you a drink.No thank you.Whatever.Sorry, no thank you.(to the Douche) Don't be rude. I'm flattered, I'm just not interested. Now why don't you go back over there and leave us alone, ok?","0020_0445,0020_0446,0020_0447,0020_0448,0020_0449,0020_0450,0020_0451,0020_0452,0020_0453,0020_0454,0020_0457,0020_0458,0020_0461"
0020,0020_080,0020_017,0020_018,"Did you see that punch? I don't know where it came from. I haven't punched someone since Josh Greenberg in fifth grade. Guess I'm gonna have to throw out this shirt. Hey. What is it?I can't believe you.What?You were so completely uncool in there.You're mad at me? I just got my ass kicked for you.Oh that was for me? You were, what, protecting me? Next time Tommy, don't. I fight my own battles.Come on, that guy was an asshole!You didn't have to hit him. Why didn't you just let me handle it?I don't know. He was -- 64.See. This is why I don't want a serious relationship.Whoa. What was that?Nothing. Look, I like you Tom. I like this. What we've been doing. But maybe it's gone too...What...?I told you all along what I don't want and it's... I'm tired. Can we talk about this tomorrow?","0020_0463,0020_0464,0020_0465,0020_0466,0020_0467,0020_0468,0020_0469,0020_0470,0020_0471,0020_0472,0020_0473,0020_0474,0020_0475,0020_0476"
0020,0020_080,0020_018,0020_018,(calling to her) I just got my ass kicked! (to Onlookers) I got one good shot in.,0020_0477
